time_s,duty_permille,duty_ratio,encoder_count,delta_count,speed_ref,speed_meas,speed_error,sample_time_s,host_time_s
34.7,-968,-0.968,11772,-81,-15,-13.049,-1.951,0.100000000000001,35.2680687
34.8,-967,-0.967,11690,-82,-15,-13.21,-1.79,0.0999999999999943,35.3615121
34.9,-968,-0.968,11609,-81,-15,-13.049,-1.951,0.100000000000001,35.4724
35,-968,-0.968,11528,-81,-15,-13.049,-1.951,0.100000000000001,35.5661642
35.1,-967,-0.967,11446,-82,-15,-13.21,-1.79,0.100000000000001,35.660772
35.2,-967,-0.967,11364,-82,-15,-13.21,-1.79,0.100000000000001,35.7715233
35.3,-968,-0.968,11283,-81,-15,-13.049,-1.951,0.0999999999999943,35.8663625
35.4,-968,-0.968,11202,-81,-15,-13.049,-1.951,0.100000000000001,35.9607471
35.5,-967,-0.967,11120,-82,-15,-13.21,-1.79,0.100000000000001,36.0716038
35.6,-968,-0.968,11039,-81,-15,-13.049,-1.951,0.100000000000001,36.1660764
35.7,-967,-0.967,10957,-82,-15,-13.21,-1.79,0.100000000000001,36.2615376
35.8,-968,-0.968,10876,-81,-15,-13.049,-1.951,0.0999999999999943,36.3734239
35.9,-967,-0.967,10794,-82,-15,-13.21,-1.79,0.100000000000001,36.4663011
36,-968,-0.968,10713,-81,-15,-13.049,-1.951,0.100000000000001,36.5748176
36.1,-967,-0.967,10631,-82,-15,-13.21,-1.79,0.100000000000001,36.6674478
36.2,-968,-0.968,10550,-81,-15,-13.049,-1.951,0.100000000000001,36.7604559
36.3,-967,-0.967,10468,-82,-15,-13.21,-1.79,0.0999999999999943,36.869258
36.4,-968,-0.968,10387,-81,-15,-13.049,-1.951,0.100000000000001,36.9641381
36.5,-967,-0.967,10305,-82,-15,-13.21,-1.79,0.100000000000001,37.0757539
36.6,-968,-0.968,10224,-81,-15,-13.049,-1.951,0.100000000000001,37.1705406
36.7,-967,-0.967,10142,-82,-15,-13.21,-1.79,0.100000000000001,37.2647636
36.8,-967,-0.967,10060,-82,-15,-13.21,-1.79,0.0999999999999943,37.3604145
36.9,-968,-0.968,9979,-81,-15,-13.049,-1.951,0.100000000000001,37.4718566
37,-968,-0.968,9898,-81,-15,-13.049,-1.951,0.100000000000001,37.5657752
37.1,-967,-0.967,9816,-82,-15,-13.21,-1.79,0.100000000000001,37.6604378
37.2,-967,-0.967,9734,-82,-15,-13.21,-1.79,0.100000000000001,37.7701693
37.3,-967,-0.967,9652,-82,-15,-13.21,-1.79,0.0999999999999943,37.8648855
37.4,-970,-0.97,9572,-80,-15,-12.888,-2.112,0.100000000000001,37.9601748
37.5,-967,-0.967,9490,-82,-15,-13.21,-1.79,0.100000000000001,38.0716145
37.6,-967,-0.967,9408,-82,-15,-13.21,-1.79,0.100000000000001,38.1650582
37.7,-968,-0.968,9327,-81,-15,-13.049,-1.951,0.100000000000001,38.2728912
37.8,-967,-0.967,9245,-82,-15,-13.21,-1.79,0.0999999999999943,38.3675779
37.9,-968,-0.968,9164,-81,-15,-13.049,-1.951,0.100000000000001,38.462698
38,-967,-0.967,9082,-82,-15,-13.21,-1.79,0.100000000000001,38.5729223
38.1,-967,-0.967,9000,-82,-15,-13.21,-1.79,0.100000000000001,38.666929
38.2,-968,-0.968,8919,-81,-15,-13.049,-1.951,0.100000000000001,38.7622116
38.3,-967,-0.967,8837,-82,-15,-13.21,-1.79,0.0999999999999943,38.873041
38.4,-968,-0.968,8756,-81,-15,-13.049,-1.951,0.100000000000001,38.9667266
38.5,-967,-0.967,8674,-82,-15,-13.21,-1.79,0.100000000000001,39.0623352
38.6,-968,-0.968,8593,-81,-15,-13.049,-1.951,0.100000000000001,39.1718686
38.7,-967,-0.967,8511,-82,-15,-13.21,-1.79,0.100000000000001,39.267408
38.8,-968,-0.968,8430,-81,-15,-13.049,-1.951,0.0999999999999943,39.3622309
38.9,-967,-0.967,8348,-82,-15,-13.21,-1.79,0.100000000000001,39.4741441
39,-967,-0.967,8266,-82,-15,-13.21,-1.79,0.100000000000001,39.5700522
39.1,-967,-0.967,8184,-82,-15,-13.21,-1.79,0.100000000000001,39.6630061
39.2,-968,-0.968,8103,-81,-15,-13.049,-1.951,0.100000000000001,39.7735369
39.3,-967,-0.967,8021,-82,-15,-13.21,-1.79,0.0999999999999943,39.8679085
39.4,-968,-0.968,7940,-81,-15,-13.049,-1.951,0.100000000000001,39.9640768
39.5,-967,-0.967,7858,-82,-15,-13.21,-1.79,0.100000000000001,40.0750945
39.6,-968,-0.968,7777,-81,-15,-13.049,-1.951,0.100000000000001,40.1690383
39.7,-967,-0.967,7695,-82,-15,-13.21,-1.79,0.100000000000001,40.2633053
39.8,-967,-0.967,7613,-82,-15,-13.21,-1.79,0.0999999999999943,40.3741503
39.9,-968,-0.968,7532,-81,-15,-13.049,-1.951,0.100000000000001,40.4665395
40,-967,-0.967,7450,-82,-15,-13.21,-1.79,0.100000000000001,40.5611369
40.1,-967,-0.967,7368,-82,-15,-13.21,-1.79,0.100000000000001,40.6727971
40.2,-968,-0.968,7287,-81,-15,-13.049,-1.951,0.100000000000001,40.7684277
40.3,-967,-0.967,7205,-82,-15,-13.21,-1.79,0.0999999999999943,40.8628211
40.4,-968,-0.968,7124,-81,-15,-13.049,-1.951,0.100000000000001,40.9735199
40.5,-967,-0.967,7042,-82,-15,-13.21,-1.79,0.100000000000001,41.0689446
40.6,-967,-0.967,6960,-82,-15,-13.21,-1.79,0.100000000000001,41.1645375
40.7,-967,-0.967,6878,-82,-15,-13.21,-1.79,0.100000000000001,41.2602155
40.8,-968,-0.968,6797,-81,-15,-13.049,-1.951,0.0999999999999943,41.3695212
40.9,-967,-0.967,6715,-82,-15,-13.21,-1.79,0.100000000000001,41.4631095
41,-968,-0.968,6634,-81,-15,-13.049,-1.951,0.100000000000001,41.574819
41.1,-967,-0.967,6552,-82,-15,-13.21,-1.79,0.100000000000001,41.6672204
41.2,-968,-0.968,6471,-81,-15,-13.049,-1.951,0.100000000000001,41.7629504
41.3,-965,-0.965,6388,-83,-15,-13.371,-1.629,0.0999999999999943,41.8713317
41.4,-970,-0.97,6308,-80,-15,-12.888,-2.112,0.100000000000001,41.9644837
41.5,-967,-0.967,6226,-82,-15,-13.21,-1.79,0.100000000000001,42.0598982
41.6,-967,-0.967,6144,-82,-15,-13.21,-1.79,0.100000000000001,42.1690959
41.7,-967,-0.967,6062,-82,-15,-13.21,-1.79,0.100000000000001,42.2643721
41.8,-968,-0.968,5981,-81,-15,-13.049,-1.951,0.0999999999999943,42.3727594
41.9,-967,-0.967,5899,-82,-15,-13.21,-1.79,0.100000000000001,42.4679713
42,-968,-0.968,5818,-81,-15,-13.049,-1.951,0.100000000000001,42.5624814
42.1,-967,-0.967,5736,-82,-15,-13.21,-1.79,0.100000000000001,42.6715035
42.2,-967,-0.967,5654,-82,-15,-13.21,-1.79,0.100000000000001,42.7660874
42.3,-967,-0.967,5572,-82,-15,-13.21,-1.79,0.0999999999999943,42.86127
42.4,-968,-0.968,5491,-81,-15,-13.049,-1.951,0.100000000000001,42.9704164
42.5,-968,-0.968,5410,-81,-15,-13.049,-1.951,0.100000000000001,43.0648903
42.6,-967,-0.967,5328,-82,-15,-13.21,-1.79,0.100000000000001,43.1735984
42.7,-967,-0.967,5246,-82,-15,-13.21,-1.79,0.100000000000001,43.2662237
42.8,-967,-0.967,5164,-82,-15,-13.21,-1.79,0.0999999999999943,43.3608577
42.9,-967,-0.967,5082,-82,-15,-13.21,-1.79,0.100000000000001,43.471263
43,-970,-0.97,5002,-80,-15,-12.888,-2.112,0.100000000000001,43.5657779
43.1,-965,-0.965,4919,-83,-15,-13.371,-1.629,0.100000000000001,43.6602246
43.2,-968,-0.968,4838,-81,-15,-13.049,-1.951,0.100000000000001,43.7702308
43.3,-967,-0.967,4756,-82,-15,-13.21,-1.79,0.0999999999999943,43.8652862
43.4,-967,-0.967,4674,-82,-15,-13.21,-1.79,0.100000000000001,43.9734324
43.5,-967,-0.967,4592,-82,-15,-13.21,-1.79,0.100000000000001,44.0688847
43.6,-968,-0.968,4511,-81,-15,-13.049,-1.951,0.100000000000001,44.1641475
43.7,-967,-0.967,4429,-82,-15,-13.21,-1.79,0.100000000000001,44.2743751
43.8,-967,-0.967,4347,-82,-15,-13.21,-1.79,0.0999999999999943,44.3694857
43.9,-967,-0.967,4265,-82,-15,-13.21,-1.79,0.100000000000001,44.4639736
44,-968,-0.968,4184,-81,-15,-13.049,-1.951,0.100000000000001,44.5729627
44.1,-967,-0.967,4102,-82,-15,-13.21,-1.79,0.100000000000001,44.6685597
44.2,-967,-0.967,4020,-82,-15,-13.21,-1.79,0.100000000000001,44.7611368
44.3,-967,-0.967,3938,-82,-15,-13.21,-1.79,0.0999999999999943,44.8687585
44.4,-967,-0.967,3856,-82,-15,-13.21,-1.79,0.100000000000001,44.9634235
44.5,-968,-0.968,3775,-81,-15,-13.049,-1.951,0.100000000000001,45.0716594
44.6,-967,-0.967,3693,-82,-15,-13.21,-1.79,0.100000000000001,45.1663258
44.7,-967,-0.967,3611,-82,-15,-13.21,-1.79,0.100000000000001,45.2593381
44.8,-967,-0.967,3529,-82,-15,-13.21,-1.79,0.0999999999999943,45.3676874
44.9,-968,-0.968,3448,-81,-15,-13.049,-1.951,0.100000000000001,45.4606775
45,-967,-0.967,3366,-82,-15,-13.21,-1.79,0.100000000000001,45.5722722
45.1,-967,-0.967,3284,-82,-15,-13.21,-1.79,0.100000000000001,45.6668067
45.2,-967,-0.967,3202,-82,-15,-13.21,-1.79,0.100000000000001,45.7654769
45.3,-967,-0.967,3120,-82,-15,-13.21,-1.79,0.0999999999999943,45.8732792
45.4,-967,-0.967,3038,-82,-15,-13.21,-1.79,0.100000000000001,45.9685839
45.5,-968,-0.968,2957,-81,-15,-13.049,-1.951,0.100000000000001,46.0629171
45.6,-967,-0.967,2875,-82,-15,-13.21,-1.79,0.100000000000001,46.1741842
45.7,-967,-0.967,2793,-82,-15,-13.21,-1.79,0.100000000000001,46.276378
45.8,-967,-0.967,2711,-82,-15,-13.21,-1.79,0.0999999999999943,46.3649227
45.9,-968,-0.968,2630,-81,-15,-13.049,-1.951,0.100000000000001,46.4593888
46,-967,-0.967,2548,-82,-15,-13.21,-1.79,0.100000000000001,46.570757
46.1,-967,-0.967,2466,-82,-15,-13.21,-1.79,0.100000000000001,46.6662969
46.2,-967,-0.967,2384,-82,-15,-13.21,-1.79,0.100000000000001,46.7641573
46.3,-967,-0.967,2302,-82,-15,-13.21,-1.79,0.0999999999999943,46.8730047
46.4,-967,-0.967,2220,-82,-15,-13.21,-1.79,0.100000000000001,46.9664793
46.5,-967,-0.967,2138,-82,-15,-13.21,-1.79,0.100000000000001,47.0598246
46.6,-968,-0.968,2057,-81,-15,-13.049,-1.951,0.100000000000001,47.1694028
46.7,-967,-0.967,1975,-82,-15,-13.21,-1.79,0.100000000000001,47.2639887
46.8,-967,-0.967,1893,-82,-15,-13.21,-1.79,0.0999999999999943,47.3726672
46.9,-967,-0.967,1811,-82,-15,-13.21,-1.79,0.100000000000001,47.4662372
47,-968,-0.968,1730,-81,-15,-13.049,-1.951,0.100000000000001,47.5605834
47.1,-965,-0.965,1647,-83,-15,-13.371,-1.629,0.100000000000001,47.6671112
47.2,-968,-0.968,1566,-81,-15,-13.049,-1.951,0.100000000000001,47.7595908
47.3,-967,-0.967,1484,-82,-15,-13.21,-1.79,0.0999999999999943,47.8702554
47.4,-967,-0.967,1402,-82,-15,-13.21,-1.79,0.100000000000001,47.9646728
47.5,-967,-0.967,1320,-82,-15,-13.21,-1.79,0.100000000000001,48.0607055
47.6,-967,-0.967,1238,-82,-15,-13.21,-1.79,0.100000000000001,48.171777
47.7,-967,-0.967,1156,-82,-15,-13.21,-1.79,0.100000000000001,48.2666337
47.8,-968,-0.968,1075,-81,-15,-13.049,-1.951,0.0999999999999943,48.3590804
47.9,-967,-0.967,993,-82,-15,-13.21,-1.79,0.100000000000001,48.4698347
48,-968,-0.968,912,-81,-15,-13.049,-1.951,0.100000000000001,48.564378
48.1,-965,-0.965,829,-83,-15,-13.371,-1.629,0.100000000000001,48.6738336
48.2,-968,-0.968,748,-81,-15,-13.049,-1.951,0.100000000000001,48.7693504
48.3,-967,-0.967,666,-82,-15,-13.21,-1.79,0.0999999999999943,48.8641775
48.4,-967,-0.967,584,-82,-15,-13.21,-1.79,0.100000000000001,48.9596524
48.5,-967,-0.967,502,-82,-15,-13.21,-1.79,0.100000000000001,49.070891
48.6,-967,-0.967,420,-82,-15,-13.21,-1.79,0.100000000000001,49.1660295
48.7,-967,-0.967,338,-82,-15,-13.21,-1.79,0.100000000000001,49.2743751
48.8,-968,-0.968,257,-81,-15,-13.049,-1.951,0.0999999999999943,49.3685482
48.9,-967,-0.967,175,-82,-15,-13.21,-1.79,0.100000000000001,49.4639551
49,-968,-0.968,94,-81,-15,-13.049,-1.951,0.100000000000001,49.5585192
49.1,-965,-0.965,11,-83,-15,-13.371,-1.629,0.100000000000001,49.6696807
49.2,-968,-0.968,65466,-81,-15,-13.049,-1.951,0.100000000000001,49.7650581
49.3,-967,-0.967,65384,-82,-15,-13.21,-1.79,0.0999999999999943,49.8589866
49.4,-967,-0.967,65302,-82,-15,-13.21,-1.79,0.100000000000001,49.9701135
49.5,-967,-0.967,65220,-82,-15,-13.21,-1.79,0.100000000000001,50.0651221
49.6,-968,-0.968,65139,-81,-15,-13.049,-1.951,0.100000000000001,50.1600854
49.7,-967,-0.967,65057,-82,-15,-13.21,-1.79,0.100000000000001,50.2705281
49.8,-967,-0.967,64975,-82,-15,-13.21,-1.79,0.0999999999999943,50.3658418
49.9,-967,-0.967,64893,-82,-15,-13.21,-1.79,0.100000000000001,50.4594535
50,-968,-0.968,64812,-81,-15,-13.049,-1.951,0.100000000000001,50.569421
50.1,-967,-0.967,64730,-82,-15,-13.21,-1.79,0.100000000000001,50.665033
50.2,-820,-0.82,64648,-82,-10,-13.21,3.21,0.100000000000001,50.7600124
50.3,-788,-0.788,64576,-72,-10,-11.599,1.599,0.0999999999999943,50.869333
50.4,-779,-0.779,64510,-66,-10,-10.633,0.632999999999999,0.100000000000001,50.9638222
50.5,-773,-0.773,64446,-64,-10,-10.31,0.31,0.100000000000001,51.0593491
50.6,-764,-0.764,64382,-64,-10,-10.31,0.31,0.100000000000001,51.1707246
50.7,-754,-0.754,64318,-64,-10,-10.31,0.31,0.100000000000001,51.2654965
50.8,-758,-0.758,64256,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,51.3607629
50.9,-752,-0.752,64193,-63,-10,-10.149,0.148999999999999,0.100000000000001,51.4722782
51,-754,-0.754,64131,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,51.5668991
51.1,-754,-0.754,64069,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,51.661921
51.2,-754,-0.754,64007,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,51.7722428
51.3,-748,-0.748,63944,-63,-10,-10.149,0.148999999999999,0.0999999999999943,51.8662988
51.4,-757,-0.757,63883,-61,-10,-9.827,-0.173,0.100000000000001,51.959534
51.5,-755,-0.755,63821,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.0705721
51.6,-749,-0.749,63758,-63,-10,-10.149,0.148999999999999,0.100000000000001,52.1645803
51.7,-751,-0.751,63696,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.2601669
51.8,-758,-0.758,63635,-61,-10,-9.827,-0.173,0.0999999999999943,52.3714061
51.9,-750,-0.75,63572,-63,-10,-10.149,0.148999999999999,0.100000000000001,52.4669317
52,-752,-0.752,63510,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.5624626
52.1,-753,-0.753,63448,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.6730229
52.2,-753,-0.753,63386,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.7680701
52.3,-753,-0.753,63324,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,52.8627887
52.4,-754,-0.754,63262,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,52.9733536
52.5,-754,-0.754,63200,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,53.0679573
52.6,-754,-0.754,63138,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,53.1625248
52.7,-755,-0.755,63076,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,53.2582655
52.8,-555,-0.555,63014,-62,-5,-9.988,4.988,0.0999999999999943,53.3687616
52.9,-489,-0.489,62965,-49,-5,-7.894,2.894,0.100000000000001,53.4620137
53,-467,-0.467,62926,-39,-5,-6.283,1.283,0.100000000000001,53.5719349
53.1,-447,-0.447,62890,-36,-5,-5.799,0.799,0.100000000000001,53.6638928
53.2,-436,-0.436,62856,-34,-5,-5.477,0.477,0.100000000000001,53.7599945
53.3,-435,-0.435,62824,-32,-5,-5.155,0.155,0.0999999999999943,53.8676654
53.4,-424,-0.424,62791,-33,-5,-5.316,0.316,0.100000000000001,53.9629205
53.5,-421,-0.421,62759,-32,-5,-5.155,0.155,0.100000000000001,54.070793
53.6,-423,-0.423,62728,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,54.1637957
53.7,-416,-0.416,62696,-32,-5,-5.155,0.155,0.100000000000001,54.2594974
53.8,-425,-0.425,62666,-30,-5,-4.833,-0.167,0.0999999999999943,54.3696256
53.9,-417,-0.417,62634,-32,-5,-5.155,0.155,0.100000000000001,54.4645542
54,-418,-0.418,62603,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,54.5600707
54.1,-419,-0.419,62572,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,54.6691758
54.2,-412,-0.412,62540,-32,-5,-5.155,0.155,0.100000000000001,54.7643615
54.3,-421,-0.421,62510,-30,-5,-4.833,-0.167,0.0999999999999943,54.85837
54.4,-419,-0.419,62479,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,54.9671487
54.5,-419,-0.419,62448,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,55.0616035
54.6,-426,-0.426,62418,-30,-5,-4.833,-0.167,0.100000000000001,55.1716856
54.7,-418,-0.418,62386,-32,-5,-5.155,0.155,0.100000000000001,55.2659713
54.8,-413,-0.413,62354,-32,-5,-5.155,0.155,0.0999999999999943,55.3609429
54.9,-415,-0.415,62323,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,55.4720732
55,-415,-0.415,62292,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,55.567093
55.1,-422,-0.422,62262,-30,-5,-4.833,-0.167,0.100000000000001,55.662701
55.2,-420,-0.42,62231,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,55.7726664
55.3,-421,-0.421,62200,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,55.8668994
55.4,-414,-0.414,62168,-32,-5,-5.155,0.155,0.100000000000001,55.9622744
55.5,-416,-0.416,62137,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,56.0580348
55.6,-423,-0.423,62107,-30,-5,-4.833,-0.167,0.100000000000001,56.1693988
55.7,-415,-0.415,62075,-32,-5,-5.155,0.155,0.100000000000001,56.2651453
55.8,-417,-0.417,62044,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,56.3595329
55.9,-423,-0.423,62014,-30,-5,-4.833,-0.167,0.100000000000001,56.4696959
56,-422,-0.422,61983,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,56.5620432
56.1,-416,-0.416,61951,-32,-5,-5.155,0.155,0.100000000000001,56.6712885
56.2,-417,-0.417,61920,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,56.7666327
56.3,-424,-0.424,61890,-30,-5,-4.833,-0.167,0.0999999999999943,56.861381
56.4,-416,-0.416,61858,-32,-5,-5.155,0.155,0.100000000000001,56.9719307
56.5,-418,-0.418,61827,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.0666996
56.6,-418,-0.418,61796,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.1588464
56.7,-418,-0.418,61765,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.2704385
56.8,-418,-0.418,61734,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,57.3650007
56.9,-419,-0.419,61703,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.4598134
57,-419,-0.419,61672,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.5670848
57.1,-419,-0.419,61641,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.6601764
57.2,-419,-0.419,61610,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,57.7694965
57.3,-626,-0.626,61580,-30,-10,-4.833,-5.167,0.0999999999999943,57.8642344
57.4,-678,-0.678,61534,-46,-10,-7.41,-2.59,0.100000000000001,57.9716081
57.5,-697,-0.697,61479,-55,-10,-8.86,-1.14,0.100000000000001,58.0654685
57.6,-725,-0.725,61423,-56,-10,-9.022,-0.978,0.100000000000001,58.1597319
57.7,-735,-0.735,61364,-59,-10,-9.505,-0.494999999999999,0.100000000000001,58.2713396
57.8,-743,-0.743,61304,-60,-10,-9.666,-0.334,0.0999999999999943,58.3670075
57.9,-740,-0.74,61242,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,58.4610449
58,-754,-0.754,61182,-60,-10,-9.666,-0.334,0.100000000000001,58.5721121
58.1,-751,-0.751,61120,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,58.6659371
58.2,-751,-0.751,61058,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,58.7611391
58.3,-751,-0.751,60996,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,58.8688624
58.4,-752,-0.752,60934,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,58.9633272
58.5,-752,-0.752,60872,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,59.0577695
58.6,-759,-0.759,60811,-61,-10,-9.827,-0.173,0.100000000000001,59.1690882
58.7,-751,-0.751,60748,-63,-10,-10.149,0.148999999999999,0.100000000000001,59.265256
58.8,-753,-0.753,60686,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,59.3679074
58.9,-754,-0.754,60624,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,59.4712984
59,-754,-0.754,60562,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,59.5660493
59.1,-754,-0.754,60500,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,59.6619961
59.2,-755,-0.755,60438,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,59.7721088
59.3,-755,-0.755,60376,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,59.8653659
59.4,-749,-0.749,60313,-63,-10,-10.149,0.148999999999999,0.100000000000001,59.9607565
59.5,-751,-0.751,60251,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,60.0721832
59.6,-758,-0.758,60190,-61,-10,-9.827,-0.173,0.100000000000001,60.1663911
59.7,-750,-0.75,60127,-63,-10,-10.149,0.148999999999999,0.100000000000001,60.2607815
59.8,-752,-0.752,60065,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,60.3712322
59.9,-752,-0.752,60003,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,60.465922
60,-759,-0.759,59942,-61,-10,-9.827,-0.173,0.100000000000001,60.561442
60.1,-745,-0.745,59878,-64,-10,-10.31,0.31,0.100000000000001,60.6712088
60.2,-755,-0.755,59817,-61,-10,-9.827,-0.173,0.100000000000001,60.7665337
60.3,-753,-0.753,59755,-62,-10,-9.988,-0.0120000000000005,0.0999999999999943,60.8600445
60.4,-754,-0.754,59693,-62,-10,-9.988,-0.0120000000000005,0.100000000000001,60.9696923
